postID,date,time,platform,content_type,caption,hashtags,likes,comments,shares,saves,reach,engagement_rate
P00805,17-06-2024,19:42,youtube,video,Post about growth,#content #trends #engagement,4339,This saves a lot of trial and error,550,316,17347,0.3078
P00806,20-02-2024,09:12,facebook,image_caurosel,Post about engagement tips,#growth #marketing,4763,"Straight to the point, well done",89,19,48925,0.1095
P00807,07-08-2024,18:18,facebook,image,Post about engagement tips,#analytics #content #trends,1817,This actually answered a question I had,614,55,11706,0.2132
P00808,28-11-2024,13:16,facebook,image_caurosel,Post about analytics,#trends #marketing #growth,2959,Makes sense when you see it laid out like this,448,515,49650,0.0815
P00809,28-08-2024,22:55,facebook,image_caurosel,Post about content strategy,#socialmedia #strategy,4633,This confirms what our data showed,36,373,20302,0.2532
P00810,09-04-2024,10:51,youtube,image,Post about analytics,#trends #digital,3404,Makes sense when you see it laid out like this,640,206,61317,0.0756
P00811,25-08-2024,09:10,instagram,image,Post about engagement tips,#engagement #socialmedia #digital #growth,2702,Clear explanation without unnecessary hype,578,581,18338,0.2363
P00812,01-06-2024,23:25,instagram,image,Post about engagement tips,#socialmedia #digital #analytics #engagement,4082,This saves a lot of trial and error,191,430,39374,0.1264
P00813,07-09-2024,23:25,instagram,image,Post about brand building,#strategy #marketing #branding #growth,3680,"Short and informative, I like it",454,31,33434,0.1251
P00814,30-09-2024,03:37,twiter,video,Post about engagement tips,#engagement #branding #trends #socialmedia,3647,This saves a lot of trial and error,55,40,23797,0.1607
P00815,07-12-2024,07:00,twiter,image_caurosel,Post about content strategy,#engagement #digital #socialmedia #marketing,711,"Short and informative, I like it",13,433,2473,0.6644
P00816,17-02-2024,12:56,youtube,image,Post about content strategy,#growth #digital,2159,"Straight to the point, well done",554,363,6585,0.5024
P00817,24-05-2024,20:08,youtube,image_caurosel,Post about engagement tips,#digital #branding #marketing #strategy,3607,"Interesting approach, might test this soon",771,400,17077,0.2813
P00818,26-06-2024,07:59,instagram,image,Post about analytics,#strategy #digital #trends,4577,Appreciate the practical example here,419,400,52776,0.1057
P00819,07-08-2024,05:36,instagram,image,Post about analytics,#socialmedia #growth #strategy #branding,4492,Makes sense when you see it laid out like this,456,276,52545,0.1045
P00820,12-11-2024,20:41,youtube,image,Post about engagement tips,#strategy #digital,1143,"Interesting approach, might test this soon",143,92,22326,0.0766
P00821,15-09-2024,00:57,instagram,video,Post about engagement tips,#strategy #branding #marketing #analytics,1048,This gave me a new angle to think about,792,49,13672,0.1508
P00822,26-06-2024,04:01,instagram,image,Post about content strategy,#trends #digital #branding,4921,Easy to understand and practical,647,477,60467,0.1069
P00823,11-12-2024,00:28,instagram,image,Post about engagement tips,#marketing #socialmedia #trends,3358,"Helpful context, thanks for sharing",420,2,10911,0.3529
P00824,25-01-2024,16:14,twiter,video,Post about analytics,#socialmedia #branding #trends,4064,I wish more posts explained it this clearly,329,484,11835,0.4373
P00825,28-05-2024,23:30,facebook,image_caurosel,Post about brand building,#engagement #strategy,1956,I wish more posts explained it this clearly,218,31,20374,0.1153
P00826,24-02-2024,15:49,instagram,video,Post about analytics,#socialmedia #engagement #marketing #strategy,727,Appreciate the practical example here,546,77,6511,0.2338
P00827,26-07-2024,16:29,instagram,image,Post about analytics,#analytics #trends,3427,Easy to understand and practical,784,473,12037,0.425
P00828,22-01-2024,23:21,facebook,video,Post about brand building,#analytics #socialmedia #growth,4345,I wish more posts explained it this clearly,296,114,70424,0.0678
P00829,12-08-2024,11:21,facebook,image_caurosel,Post about content strategy,#trends #engagement,1002,"Straight to the point, well done",478,109,5983,0.3289
P00830,07-04-2024,07:03,youtube,video,Post about growth,#branding #strategy,3653,I wish more posts explained it this clearly,113,205,12558,0.322
P00831,31-01-2024,18:03,instagram,video,Post about brand building,#engagement #digital,3207,Makes sense when you see it laid out like this,670,519,19194,0.237
P00832,23-01-2024,16:09,instagram,image_caurosel,Post about engagement tips,#branding #trends #content,1195,This gave me a new angle to think about,779,308,19086,0.1315
P00833,16-04-2024,08:32,instagram,image,Post about engagement tips,#digital #trends,2375,This actually answered a question I had,430,239,22614,0.1512
P00834,22-03-2024,17:51,facebook,video,Post about content strategy,#content #growth #socialmedia #strategy,3647,I wish more posts explained it this clearly,26,450,72310,0.0623
P00835,26-06-2024,20:07,instagram,image,Post about analytics,#strategy #content,2640,"Not groundbreaking, but very solid advice",189,551,33341,0.1153
P00836,15-08-2024,16:34,youtube,video,Post about content strategy,#digital #content,1123,Good reminder of the basics,304,459,4645,0.4407
P00837,12-10-2024,12:12,facebook,image,Post about content strategy,#digital #marketing #engagement,3173,This saves a lot of trial and error,744,586,40991,0.1187
P00838,25-09-2024,04:36,youtube,video,Post about engagement tips,#content #digital #growth #engagement,3983,I wish more posts explained it this clearly,203,21,12717,0.3535
P00839,24-06-2024,20:46,youtube,video,Post about content strategy,#digital #strategy #engagement #branding,4389,"Straight to the point, well done",444,373,32840,0.1659
P00840,03-08-2024,23:36,facebook,image_caurosel,Post about content strategy,#branding #trends #marketing #engagement,3781,"Straight to the point, well done",581,572,72329,0.069
P00841,25-09-2024,17:11,facebook,image,Post about growth,#growth #digital,4957,Makes sense when you see it laid out like this,250,317,45249,0.1315
P00842,15-02-2024,05:09,instagram,video,Post about analytics,#branding #growth #strategy #socialmedia,2466,This was genuinely helpful for my workflow,744,376,47616,0.0817
P00843,10-10-2024,07:46,facebook,video,Post about engagement tips,#strategy #growth,4537,Good reminder of the basics,162,513,67698,0.0787
P00844,10-08-2024,06:34,facebook,image_caurosel,Post about engagement tips,#analytics #branding #growth,926,This was genuinely helpful for my workflow,235,535,12235,0.1595
P00845,24-12-2024,12:16,instagram,image,Post about engagement tips,#analytics #marketing,202,This aligns with what I’ve been seeing lately,441,218,1892,0.6496
P00846,14-06-2024,12:34,facebook,image_caurosel,Post about growth,#branding #content #growth,3052,This gave me a new angle to think about,783,302,31098,0.1393
P00847,27-01-2024,11:14,youtube,image_caurosel,Post about brand building,#engagement #content #marketing #socialmedia,1900,Appreciate the practical example here,133,409,37679,0.0721
P00848,04-04-2024,14:03,facebook,video,Post about analytics,#engagement #digital #marketing,1449,"Short and informative, I like it",779,557,15786,0.2066
P00849,22-01-2024,13:27,facebook,image_caurosel,Post about analytics,#growth #trends #analytics,3065,This confirms what our data showed,272,421,13768,0.2777
P00850,27-08-2024,13:26,instagram,image,Post about growth,#branding #growth,1079,This actually answered a question I had,31,190,19069,0.0907
P00851,22-05-2024,09:17,facebook,video,Post about growth,#strategy #trends #socialmedia #engagement,541,I wish more posts explained it this clearly,650,143,7488,0.191
P00852,12-05-2024,10:26,facebook,image,Post about brand building,#branding #socialmedia #strategy #digital,2117,This confirms what our data showed,176,57,32927,0.0851
P00853,21-07-2024,13:58,youtube,image,Post about brand building,#growth #engagement #marketing #analytics,2273,Easy to understand and practical,472,253,44771,0.0753
P00854,18-02-2024,13:54,facebook,video,Post about brand building,#trends #branding #digital,4489,Easy to understand and practical,733,44,20065,0.2724
P00855,28-07-2024,08:35,twiter,image,Post about analytics,#engagement #socialmedia #content #branding,995,"Not groundbreaking, but very solid advice",120,593,13925,0.1534
P00856,27-06-2024,19:34,instagram,image_caurosel,Post about brand building,#content #growth,3097,Appreciate the practical example here,707,19,40194,0.1007
P00857,16-10-2024,07:56,instagram,image_caurosel,Post about engagement tips,#growth #content,2730,Easy to understand and practical,139,324,36890,0.0942
P00858,01-04-2024,11:41,instagram,video,Post about engagement tips,#branding #digital #trends,1699,"Helpful context, thanks for sharing",734,47,13015,0.2121
P00859,10-05-2024,22:58,youtube,image,Post about growth,#trends #strategy,3902,Good reminder of the basics,307,31,29168,0.1533
P00860,08-10-2024,10:52,twiter,video,Post about growth,#growth #content #engagement #strategy,490,Clear explanation without unnecessary hype,671,1,2361,0.504
P00861,07-06-2024,19:43,instagram,video,Post about brand building,#digital #growth #socialmedia,3887,"Useful breakdown, especially the last part",93,6,11367,0.3921
P00862,09-03-2024,13:21,instagram,image,Post about analytics,#branding #trends #strategy,1800,Appreciate the practical example here,400,471,24275,0.1296
P00863,07-02-2024,17:07,instagram,image,Post about growth,#trends #engagement #digital,4721,This actually answered a question I had,443,309,46684,0.1173
P00864,13-12-2024,03:16,facebook,video,Post about engagement tips,#growth #digital #marketing,2483,This was genuinely helpful for my workflow,292,109,24700,0.1207
P00865,10-11-2024,00:12,instagram,image,Post about brand building,#strategy #engagement,4569,This gave me a new angle to think about,30,187,77636,0.0645
P00866,08-09-2024,02:34,facebook,image,Post about growth,#growth #digital,3795,This saves a lot of trial and error,167,42,65494,0.0641
P00867,05-10-2024,22:06,facebook,video,Post about content strategy,#strategy #content #analytics,1613,"Short and informative, I like it",343,340,1761,1.4191
P00868,31-07-2024,21:27,facebook,image,Post about growth,#content #digital #strategy #socialmedia,2822,"Not groundbreaking, but very solid advice",665,326,50707,0.0789
P00869,21-02-2024,09:17,twiter,image_caurosel,Post about content strategy,#content #engagement #trends #marketing,637,This confirms what our data showed,566,40,3445,0.411
P00870,03-09-2024,03:11,facebook,image_caurosel,Post about growth,#branding #marketing,4331,I tried something similar and got decent results,667,524,83803,0.0681
P00871,06-10-2024,16:28,twiter,video,Post about growth,#branding #socialmedia #trends,3454,Simple but effective insight,88,586,18500,0.2301
P00872,17-07-2024,14:07,twiter,video,Post about engagement tips,#content #branding,3085,I wish more posts explained it this clearly,229,373,5317,0.7583
P00873,11-06-2024,06:20,youtube,video,Post about content strategy,#trends #analytics #strategy #marketing,2094,"Straight to the point, well done",494,326,7651,0.3965
P00874,17-05-2024,02:10,youtube,video,Post about analytics,#trends #marketing #strategy #analytics,2872,This actually answered a question I had,601,423,29077,0.144
P00875,13-01-2024,21:31,instagram,image_caurosel,Post about content strategy,#branding #engagement,3436,This confirms what our data showed,600,350,51674,0.0926
P00876,27-09-2024,15:31,facebook,image,Post about content strategy,#growth #strategy #branding,626,This actually answered a question I had,599,490,11556,0.1649
P00877,01-04-2024,08:50,instagram,video,Post about brand building,#socialmedia #growth,3457,"Straight to the point, well done",436,176,60148,0.0688
P00878,30-01-2024,16:26,youtube,video,Post about growth,#marketing #analytics #trends #content,363,"Not groundbreaking, but very solid advice",174,482,692,1.9783
P00879,16-10-2024,08:21,facebook,video,Post about brand building,#digital #socialmedia #trends,2941,"Useful breakdown, especially the last part",723,584,32170,0.1433
P00880,24-04-2024,08:24,facebook,image_caurosel,Post about growth,#content #strategy,3505,"Straight to the point, well done",789,5,55993,0.079
P00881,14-02-2024,10:01,youtube,image_caurosel,Post about brand building,#branding #analytics #marketing,3349,"Straight to the point, well done",293,404,61761,0.0696
P00882,19-10-2024,07:37,instagram,video,Post about analytics,#socialmedia #analytics #digital,4442,This actually answered a question I had,522,58,27962,0.1855
P00883,09-05-2024,03:14,youtube,image,Post about engagement tips,#growth #digital #content #analytics,3900,I wish more posts explained it this clearly,708,147,5314,0.9563
P00884,18-09-2024,13:07,twiter,image,Post about brand building,#analytics #growth #branding,4628,This gave me a new angle to think about,501,518,91214,0.0648
P00885,05-02-2024,10:32,facebook,video,Post about engagement tips,#strategy #trends #analytics,924,"Interesting approach, might test this soon",664,300,17748,0.1303
P00886,03-05-2024,07:10,facebook,image,Post about brand building,#analytics #strategy,2866,This gave me a new angle to think about,135,365,46087,0.0766
P00887,21-04-2024,23:37,youtube,video,Post about analytics,#strategy #engagement #branding,4046,"Short and informative, I like it",113,64,33975,0.1317
P00888,04-04-2024,23:26,twiter,image,Post about brand building,#engagement #digital,4372,"Straight to the point, well done",354,226,15561,0.3198
P00889,21-01-2024,03:54,youtube,video,Post about content strategy,#growth #content #strategy,1704,"Useful breakdown, especially the last part",463,585,25875,0.1204
P00890,15-12-2024,05:50,youtube,image,Post about brand building,#engagement #strategy #trends,2979,This saves a lot of trial and error,305,435,51567,0.0802
P00891,29-10-2024,16:52,youtube,image,Post about brand building,#content #trends #growth #marketing,4693,"Useful breakdown, especially the last part",292,140,44849,0.1229
P00892,15-07-2024,12:09,youtube,video,Post about engagement tips,#branding #socialmedia,2331,Good reminder of the basics,46,339,30386,0.0899
P00893,04-12-2024,21:56,instagram,image,Post about analytics,#trends #socialmedia,3125,Good reminder of the basics,610,165,19489,0.2038
P00894,03-03-2024,14:41,facebook,video,Post about engagement tips,#content #trends,3451,Makes sense when you see it laid out like this,156,104,28203,0.1469
P00895,25-10-2024,05:19,facebook,image_caurosel,Post about brand building,#engagement #branding #content,1780,Makes sense when you see it laid out like this,475,215,20587,0.1374
P00896,05-11-2024,14:56,instagram,image_caurosel,Post about analytics,#analytics #engagement #strategy #socialmedia,3353,"Not groundbreaking, but very solid advice",675,445,50629,0.0919
P00897,24-02-2024,16:22,twiter,video,Post about growth,#content #digital #trends #branding,3952,Clear explanation without unnecessary hype,113,177,76185,0.0598
P00898,17-08-2024,13:58,instagram,image,Post about engagement tips,#strategy #digital #trends #engagement,1784,This saves a lot of trial and error,636,350,10889,0.2827
P00899,05-09-2024,00:30,instagram,image,Post about brand building,#socialmedia #strategy,3629,"Not groundbreaking, but very solid advice",414,576,62192,0.0753
P00900,26-09-2024,00:46,instagram,image,Post about engagement tips,#digital #growth #strategy,4137,Clear explanation without unnecessary hype,488,431,32214,0.1607
P00901,23-06-2024,14:00,facebook,video,Post about brand building,#digital #content #branding,379,"Interesting approach, might test this soon",285,409,5023,0.259
P00902,26-02-2024,05:25,twiter,image_caurosel,Post about brand building,#socialmedia #branding,2718,"Not groundbreaking, but very solid advice",89,110,47780,0.0671
P00903,17-04-2024,03:24,youtube,image,Post about brand building,#growth #digital #branding,3740,"Interesting approach, might test this soon",761,231,21924,0.2325
P00904,19-05-2024,17:02,facebook,video,Post about brand building,#digital #analytics #marketing,1597,This was genuinely helpful for my workflow,311,301,14035,0.1808
P00905,12-07-2024,10:21,youtube,image_caurosel,Post about growth,#engagement #trends,1231,Clear explanation without unnecessary hype,557,61,3359,0.6052
P00906,21-11-2024,18:49,instagram,image_caurosel,Post about content strategy,#branding #analytics,3634,This actually answered a question I had,441,228,10260,0.4321
P00907,30-05-2024,21:34,youtube,video,Post about growth,#content #analytics #marketing,3744,"Not groundbreaking, but very solid advice",620,460,54233,0.0919
P00908,05-12-2024,07:05,twiter,video,Post about brand building,#branding #trends #digital,1573,Good reminder of the basics,291,56,7146,0.2754
P00909,16-04-2024,00:51,facebook,image,Post about brand building,#growth #strategy #engagement,4800,This was genuinely helpful for my workflow,434,111,86622,0.0673
P00910,15-05-2024,17:27,twiter,video,Post about content strategy,#content #marketing #trends #analytics,1937,Simple but effective insight,797,126,9985,0.3103
P00911,02-11-2024,07:28,youtube,image_caurosel,Post about growth,#socialmedia #content,3713,I tried something similar and got decent results,271,81,68768,0.0615
P00912,19-01-2024,13:38,instagram,video,Post about analytics,#strategy #digital,4928,"Short and informative, I like it",737,211,49600,0.1285
P00913,14-12-2024,01:03,youtube,image_caurosel,Post about brand building,#branding #digital,1098,Appreciate the practical example here,178,419,8728,0.2246
P00914,10-12-2024,14:04,instagram,image_caurosel,Post about analytics,#trends #strategy #content,1070,"Straight to the point, well done",635,577,10055,0.2718
P00915,05-12-2024,11:03,facebook,image,Post about analytics,#branding #digital,2254,Clear explanation without unnecessary hype,166,587,30400,0.1118
P00916,14-02-2024,10:58,twiter,image,Post about analytics,#trends #growth #strategy,1199,"Straight to the point, well done",371,24,6044,0.278
P00917,18-12-2024,19:45,facebook,image_caurosel,Post about engagement tips,#digital #trends,3448,This gave me a new angle to think about,240,145,31456,0.1358
P00918,11-05-2024,08:18,instagram,image_caurosel,Post about growth,#marketing #analytics,4384,This gave me a new angle to think about,539,238,16856,0.3245
P00919,26-10-2024,00:23,twiter,video,Post about growth,#branding #analytics,1161,"Not groundbreaking, but very solid advice",590,511,20035,0.1178
P00920,19-12-2024,17:57,instagram,video,Post about content strategy,#analytics #growth #engagement,4271,Easy to understand and practical,187,299,68291,0.0738
P00921,02-03-2024,20:16,twiter,video,Post about analytics,#marketing #socialmedia #content,2802,"Helpful context, thanks for sharing",760,474,32902,0.1355
P00922,01-05-2024,07:51,instagram,video,Post about analytics,#content #branding #marketing #analytics,3285,Easy to understand and practical,395,225,12310,0.3183
P00923,17-03-2024,19:30,youtube,image,Post about analytics,#engagement #analytics #socialmedia,3023,"Not groundbreaking, but very solid advice",174,448,21068,0.1901
P00924,26-03-2024,10:22,facebook,image_caurosel,Post about growth,#content #trends #analytics #branding,2910,"Helpful context, thanks for sharing",476,513,23085,0.1715
P00925,12-02-2024,13:11,twiter,image,Post about growth,#analytics #growth,734,Appreciate the practical example here,145,9,5813,0.2002
P00926,18-08-2024,11:43,youtube,image_caurosel,Post about analytics,#digital #analytics #engagement,2059,"Not groundbreaking, but very solid advice",596,67,23917,0.1163
P00927,01-12-2024,08:35,instagram,image_caurosel,Post about analytics,#engagement #analytics,2715,This gave me a new angle to think about,93,55,6621,0.4679
P00928,15-05-2024,21:33,youtube,video,Post about engagement tips,#branding #content #analytics #trends,4805,Appreciate the practical example here,519,339,27282,0.2078
P00929,31-01-2024,20:56,youtube,video,Post about growth,#marketing #socialmedia,301,This confirms what our data showed,721,18,2877,0.472
P00930,16-07-2024,11:48,twiter,image_caurosel,Post about growth,#growth #engagement,386,This saves a lot of trial and error,215,451,2304,0.6454
P00931,08-05-2024,13:27,facebook,image,Post about brand building,#strategy #content,1038,This aligns with what I’ve been seeing lately,421,365,7384,0.2883
P00932,12-07-2024,00:55,facebook,video,Post about analytics,#strategy #marketing #analytics #digital,3739,This gave me a new angle to think about,39,227,39810,0.1061
P00933,14-08-2024,16:36,twiter,image_caurosel,Post about analytics,#strategy #analytics #branding,1637,Appreciate the practical example here,779,293,17487,0.1666
P00934,05-12-2024,17:50,facebook,video,Post about content strategy,#digital #marketing #trends,2725,This actually answered a question I had,107,60,44297,0.0751
P00935,01-02-2024,12:12,twiter,image,Post about analytics,#trends #branding #growth #content,2011,I wish more posts explained it this clearly,730,186,33434,0.0994
P00936,04-02-2024,21:49,youtube,image_caurosel,Post about brand building,#branding #marketing #engagement #growth,1948,This gave me a new angle to think about,693,263,23525,0.1356
P00937,15-01-2024,20:26,youtube,image_caurosel,Post about content strategy,#analytics #trends,90,This confirms what our data showed,357,189,257,4.2724
P00938,16-05-2024,21:47,facebook,video,Post about engagement tips,#digital #analytics #strategy #engagement,1393,Clear explanation without unnecessary hype,258,285,12962,0.1813
P00939,26-04-2024,08:58,youtube,video,Post about content strategy,#engagement #marketing #content,2146,Makes sense when you see it laid out like this,758,40,22953,0.1409
P00940,18-12-2024,01:03,facebook,image,Post about brand building,#marketing #trends #growth #engagement,3580,"Helpful context, thanks for sharing",215,503,16681,0.2776
P00941,08-01-2024,04:34,instagram,image_caurosel,Post about brand building,#growth #digital,1637,"Helpful context, thanks for sharing",670,71,5885,0.4556
P00942,19-03-2024,05:16,youtube,video,Post about analytics,#content #socialmedia #analytics,2773,Appreciate the practical example here,73,344,51923,0.0677
P00943,18-04-2024,15:47,youtube,video,Post about content strategy,#trends #branding #digital #socialmedia,4770,This saves a lot of trial and error,785,597,16854,0.3724
P00944,14-08-2024,21:37,instagram,image_caurosel,Post about growth,#socialmedia #trends,2519,Clear explanation without unnecessary hype,700,4,17068,0.2076
P00945,06-12-2024,07:38,youtube,video,Post about growth,#content #branding #trends #engagement,2357,This actually answered a question I had,607,544,12959,0.2839
P00946,17-05-2024,02:17,facebook,image_caurosel,Post about growth,#marketing #digital #socialmedia,2341,I tried something similar and got decent results,196,10,15302,0.1824
P00947,13-01-2024,02:44,facebook,video,Post about growth,#marketing #analytics #branding,364,This aligns with what I’ve been seeing lately,211,383,6604,0.1725
P00948,30-12-2024,16:21,twiter,image_caurosel,Post about engagement tips,#strategy #engagement #branding,2065,This aligns with what I’ve been seeing lately,39,182,16719,0.1559
P00949,21-12-2024,09:50,twiter,image,Post about engagement tips,#engagement #strategy #digital #branding,3482,Easy to understand and practical,185,141,48967,0.0783
P00950,08-10-2024,04:28,facebook,image_caurosel,Post about growth,#content #strategy #branding #trends,4266,Makes sense when you see it laid out like this,229,514,50581,0.1038
P00951,20-08-2024,16:25,facebook,video,Post about growth,#content #strategy #trends,4320,This gave me a new angle to think about,177,230,20589,0.2403
P00952,03-06-2024,19:22,facebook,video,Post about content strategy,#socialmedia #analytics,3965,Clear explanation without unnecessary hype,62,313,37737,0.1178
P00953,26-12-2024,00:53,twiter,video,Post about analytics,#marketing #analytics #trends,53,"Useful breakdown, especially the last part",624,178,321,3.4766
P00954,09-05-2024,00:17,twiter,image_caurosel,Post about brand building,#content #digital,1385,This aligns with what I’ve been seeing lately,409,258,9527,0.2659
P00955,22-02-2024,01:23,twiter,image_caurosel,Post about analytics,#branding #trends,163,Simple but effective insight,588,139,2194,0.4503
P00956,15-06-2024,08:45,facebook,image,Post about analytics,#strategy #content,4432,This saves a lot of trial and error,259,291,83828,0.063
P00957,07-07-2024,20:53,youtube,image_caurosel,Post about growth,#engagement #content #branding #socialmedia,1400,Makes sense when you see it laid out like this,560,125,25248,0.0834
P00958,12-10-2024,19:00,twiter,image_caurosel,Post about analytics,#branding #marketing #content,3377,Makes sense when you see it laid out like this,453,2,11545,0.3639
P00959,27-07-2024,13:57,instagram,video,Post about content strategy,#trends #strategy,810,Clear explanation without unnecessary hype,158,2,14843,0.0874
P00960,29-12-2024,09:30,twiter,image_caurosel,Post about engagement tips,#content #growth,3316,Simple but effective insight,250,37,26236,0.1543
P00961,26-03-2024,13:35,instagram,image,Post about growth,#digital #strategy #socialmedia,2095,I tried something similar and got decent results,176,262,21950,0.1252
P00962,14-08-2024,19:01,youtube,video,Post about brand building,#digital #branding #analytics,3994,This saves a lot of trial and error,694,449,66899,0.0806
P00963,15-12-2024,17:10,youtube,video,Post about growth,#digital #content #trends,4465,"Useful breakdown, especially the last part",257,479,21223,0.2599
P00964,13-08-2024,04:01,youtube,video,Post about engagement tips,#engagement #marketing,3768,Simple but effective insight,73,485,15097,0.2918
P00965,05-10-2024,10:44,instagram,image_caurosel,Post about growth,#strategy #branding,2677,This gave me a new angle to think about,668,555,4478,0.981
P00966,24-03-2024,07:15,facebook,image_caurosel,Post about analytics,#strategy #growth #trends #branding,3284,Simple but effective insight,655,369,64241,0.0733
P00967,20-11-2024,07:28,facebook,image_caurosel,Post about engagement tips,#content #trends #growth,1757,Appreciate the practical example here,245,230,29137,0.0774
P00968,27-06-2024,06:43,twiter,image_caurosel,Post about content strategy,#growth #branding #content,469,This confirms what our data showed,329,92,8269,0.1085
P00969,06-08-2024,05:11,facebook,video,Post about analytics,#digital #content #socialmedia,4903,Easy to understand and practical,328,536,11964,0.4972
P00970,25-03-2024,15:43,twiter,image,Post about content strategy,#branding #marketing,1685,Appreciate the practical example here,93,522,17467,0.1522
P00971,20-12-2024,06:11,twiter,image,Post about analytics,#engagement #growth,3017,Appreciate the practical example here,376,297,20067,0.1862
P00972,25-04-2024,14:17,instagram,image_caurosel,Post about engagement tips,#branding #growth #marketing #strategy,1447,This was genuinely helpful for my workflow,242,34,21074,0.1013
P00973,16-04-2024,12:17,facebook,video,Post about content strategy,#digital #engagement,4448,This saves a lot of trial and error,555,142,35572,0.1545
P00974,05-04-2024,16:34,facebook,video,Post about engagement tips,#growth #strategy #trends #socialmedia,4012,"Short and informative, I like it",556,371,34479,0.1544
P00975,02-07-2024,12:44,instagram,image,Post about brand building,#trends #content #branding #analytics,3110,This confirms what our data showed,309,453,50225,0.0842
P00976,19-12-2024,06:51,twiter,video,Post about brand building,#branding #socialmedia,2019,Simple but effective insight,397,478,26719,0.1134
P00977,29-10-2024,12:37,instagram,video,Post about growth,#engagement #branding #digital,2177,This actually answered a question I had,793,352,16545,0.2035
P00978,28-04-2024,07:18,twiter,video,Post about growth,#trends #analytics #branding,3176,This actually answered a question I had,409,573,39182,0.1185
P00979,20-02-2024,22:59,instagram,video,Post about brand building,#content #analytics,1238,"Useful breakdown, especially the last part",193,15,13923,0.1391
P00980,19-01-2024,21:57,instagram,image,Post about content strategy,#digital #marketing,4756,"Useful breakdown, especially the last part",513,176,92327,0.0606
P00981,30-11-2024,01:46,youtube,image_caurosel,Post about engagement tips,#branding #trends #content #digital,2458,This saves a lot of trial and error,650,227,5630,0.657
P00982,21-07-2024,05:50,twiter,image_caurosel,Post about growth,#socialmedia #strategy,4688,Good reminder of the basics,702,553,74397,0.0847
P00983,20-04-2024,05:06,twiter,image_caurosel,Post about growth,#marketing #branding #socialmedia #content,2561,Good reminder of the basics,301,24,22821,0.1433
P00984,21-06-2024,11:10,twiter,image,Post about growth,#engagement #marketing,2026,Easy to understand and practical,457,596,34020,0.0996
P00985,11-10-2024,04:11,youtube,image_caurosel,Post about growth,#growth #strategy #marketing #analytics,851,This gave me a new angle to think about,452,199,14534,0.1371
P00986,01-04-2024,02:35,facebook,video,Post about engagement tips,#content #strategy,1667,Simple but effective insight,80,150,27589,0.0778
P00987,21-06-2024,09:54,youtube,image,Post about content strategy,#engagement #strategy,800,Simple but effective insight,170,496,7071,0.2472
P00988,25-03-2024,21:21,youtube,video,Post about growth,#growth #marketing #digital,2762,Easy to understand and practical,458,567,15993,0.2614
P00989,26-03-2024,06:20,youtube,video,Post about growth,#content #growth #strategy #analytics,4323,Appreciate the practical example here,201,110,69988,0.0724
P00990,21-02-2024,22:56,twiter,image_caurosel,Post about analytics,#trends #analytics #socialmedia #marketing,4872,Simple but effective insight,481,348,78093,0.0743
P00991,27-02-2024,15:42,facebook,image,Post about analytics,#branding #content #strategy #engagement,1042,"Useful breakdown, especially the last part",246,370,11517,0.1628
P00992,06-05-2024,09:51,youtube,image,Post about growth,#growth #trends #content,91,Makes sense when you see it laid out like this,396,261,1622,0.6924
P00993,30-09-2024,13:02,instagram,video,Post about engagement tips,#engagement #digital #growth,1573,Easy to understand and practical,504,417,11224,0.2643
P00994,10-03-2024,14:40,instagram,image_caurosel,Post about analytics,#analytics #engagement,4120,"Helpful context, thanks for sharing",493,576,5729,0.9544
P00995,01-12-2024,11:56,youtube,image_caurosel,Post about brand building,#growth #trends,2535,This confirms what our data showed,41,55,23800,0.1127
P00996,19-05-2024,12:44,facebook,video,Post about analytics,#engagement #branding #trends #content,694,I tried something similar and got decent results,14,509,6747,0.2294
P00997,18-04-2024,05:56,instagram,image_caurosel,Post about growth,#marketing #socialmedia #growth #engagement,2977,I wish more posts explained it this clearly,693,555,55228,0.0818
P00998,03-11-2024,14:07,facebook,video,Post about engagement tips,#trends #branding #marketing #strategy,1037,Appreciate the practical example here,518,288,9974,0.2108
P00999,21-04-2024,18:29,facebook,video,Post about content strategy,#trends #engagement #digital #content,3846,I wish more posts explained it this clearly,47,252,46119,0.1004
P01000,10-06-2024,20:41,twiter,video,Post about engagement tips,#trends #socialmedia #growth #digital,2916,This was genuinely helpful for my workflow,700,500,13286,0.3405
